output_label,periodo_historico,periodo_atual,secao,data_atual,dia_da_semana,antecedencia,rota_principal,sentido,tipo_assento,turno,tkm_atual,preco_atual,mult_atual,data_atualizacao
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,BRU-SAO,BRU-SAO,semi leito,TARDE,,85.9,1.340694099378882,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,CAB-JDF,CAB-JDF,semi leito,TARDE,,83.9,1.0,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,CAB-JDF,JDF-CAB,semi leito,TARDE,35.9,68.9,1.0,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,CAB-RIO,CAB-RIO,semi leito,TARDE,,67.9,1.256591304347827,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,CGR-SAO,CGR-SAO,semi leito,TARDE,127.15,175.9,1.2276163682864445,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,CGR-SAO,CGR-SAO,leito individual,TARDE,127.15,,1.2276163682864445,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,CGR-SAO,CGR-SAO,leito,TARDE,127.15,,1.2276163682864445,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,CGR-SAO,SAO-CGR,leito,TARDE,177.7,,1.3217928743961358,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,CGR-SAO,SAO-CGR,semi leito,TARDE,177.7,208.9,1.3217928743961358,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,CGR-SAO,SAO-CGR,leito individual,TARDE,177.7,,1.3217928743961358,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,CMP-SAO,CMP-SAO,semi leito,TARDE,,55.9,1.5929020062198918,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,CMP-SAO,SAO-CMP,semi leito,TARDE,,56.9,1.482780225752511,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,CMP-SJK,CMP-SJK,semi leito,TARDE,26.9,44.9,1.242315640880858,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,CPC-FLN,CPC-FLN,leito,TARDE,,188.9,1.0274166666666664,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,CPC-FLN,CPC-FLN,leito individual,TARDE,,,1.0274166666666664,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,CRG-SAO,CRG-SAO,semi leito,TARDE,55.9,55.9,1.0923538647342999,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,GVS-SAO,GVS-SAO,leito individual,TARDE,110.57,,1.1677690284487385,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,GVS-SAO,GVS-SAO,semi leito,TARDE,110.57,161.9,1.1677690284487385,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,GVS-SAO,GVS-SAO,leito,TARDE,110.57,,1.1677690284487385,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,MCL-SAO,MCL-SAO,leito individual,TARDE,154.03,,1.1771424154472747,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,MCL-SAO,MCL-SAO,semi leito,TARDE,154.03,177.9,1.1771424154472747,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,MCL-SAO,MCL-SAO,leito,TARDE,154.03,,1.1771424154472747,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,MCL-SAO,SAO-MCL,leito individual,TARDE,107.61,,1.0917756242655698,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,MCL-SAO,SAO-MCL,semi leito,TARDE,107.61,173.15,1.0917756242655698,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,MCL-SAO,SAO-MCL,leito,TARDE,107.61,,1.0917756242655698,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,PNV-SAO,PNV-SAO,semi leito,TARDE,161.68,234.72,1.3299585848112134,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,RAO-RIO,RAO-RIO,semi leito,TARDE,145.63,182.9,1.217183503836318,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,RAO-RIO,RAO-RIO,leito individual,TARDE,145.63,,1.217183503836318,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,RAO-RIO,RAO-RIO,leito,TARDE,145.63,,1.217183503836318,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,RAO-SAO,RAO-SAO,leito individual,TARDE,86.9,,1.1592149885583531,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,RAO-SAO,RAO-SAO,leito,TARDE,86.9,,1.1592149885583531,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,RAO-SAO,RAO-SAO,semi leito,TARDE,,90.9,1.1592149885583531,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,RAO-SAO,SAO-RAO,leito,TARDE,88.9,,1.0333108695652176,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,RAO-SAO,SAO-RAO,leito individual,TARDE,88.9,,1.0333108695652176,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,RAO-SAO,SAO-RAO,semi leito,TARDE,64.21,84.9,1.0333108695652176,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,RIO-SAO,RIO-SAO,leito individual,TARDE,86.3,,1.0,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,RIO-SAO,RIO-SAO,semi leito,TARDE,86.3,104.63,1.0,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,RIO-SAO,RIO-SAO,leito,TARDE,86.3,,1.0,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,RIO-SAO,SAO-RIO,leito,TARDE,,139.9,1.035759881422925,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,RIO-SAO,SAO-RIO,leito cama individual,TARDE,,,1.035759881422925,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,RIO-SAO,SAO-RIO,leito cama,TARDE,,,1.035759881422925,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,RIO-SAO,SAO-RIO,leito individual,TARDE,,,1.035759881422925,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,SAO-SJK,SAO-SJK,semi leito,TARDE,19.9,34.9,1.4583391304347826,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,SAO-SJK,SJK-SAO,semi leito,TARDE,,31.9,1.3028691753308133,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,SAO-SJP,SAO-SJP,semi leito,TARDE,97.9,138.9,1.399780711849957,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,SAO-VIX,SAO-VIX,leito,TARDE,190.0,235.1,1.1330863547465049,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,SAO-VIX,SAO-VIX,leito individual,TARDE,190.0,,1.1330863547465049,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,SAO-VIX,VIX-SAO,leito,TARDE,170.5,,1.0410611156685807,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,SAO-VIX,VIX-SAO,leito individual,TARDE,170.5,,1.0410611156685807,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-06,2,25,SAO-VIX,VIX-SAO,semi leito,TARDE,114.9,170.9,1.0410611156685807,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,CMP-SAO,CMP-SAO,semi leito,MADRUGADA,26.9,33.9,1.2042415636023633,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,RAO-SAO,RAO-SAO,leito,MADRUGADA,78.1,,1.0764566532258064,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,RAO-SAO,RAO-SAO,leito individual,MADRUGADA,78.1,,1.0764566532258064,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,RAO-SAO,RAO-SAO,semi leito,MADRUGADA,72.73,88.9,1.0764566532258064,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,RAO-SAO,SAO-RAO,semi leito,MADRUGADA,49.9,92.9,1.1320967741935484,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-DTI,DTI-BHZ,semi leito,MANHA,53.9,82.9,1.0336085607940433,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-IPA,BHZ-IPA,semi leito,MANHA,50.9,73.9,1.0669725609756093,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-IPA,IPA-BHZ,semi leito,MANHA,,85.9,1.1143092592592587,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-MCL,BHZ-MCL,leito,MANHA,,,1.094758322411535,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-MCL,BHZ-MCL,semi leito,MANHA,,95.9,1.094758322411535,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-MCL,BHZ-MCL,leito individual,MANHA,,,1.094758322411535,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-MCL,MCL-BHZ,leito,MANHA,73.9,,1.140962195121951,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-MCL,MCL-BHZ,semi leito,MANHA,73.9,99.9,1.140962195121951,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-MCL,MCL-BHZ,leito individual,MANHA,73.9,,1.140962195121951,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-RIO,BHZ-RIO,semi leito,MANHA,85.9,114.9,1.258240657894737,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-RIO,BHZ-RIO,leito individual,MANHA,85.9,,1.258240657894737,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-RIO,BHZ-RIO,leito,MANHA,85.9,,1.258240657894737,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-RIO,RIO-BHZ,leito individual,MANHA,99.1,,1.2330508474576272,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-RIO,RIO-BHZ,semi leito,MANHA,99.1,124.9,1.2330508474576272,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-RIO,RIO-BHZ,leito,MANHA,99.1,,1.2330508474576272,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-SAO,BHZ-SAO,semi leito,MANHA,83.9,119.9,1.3267501966955155,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-SAO,BHZ-SAO,leito,MANHA,83.9,,1.3267501966955155,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-SAO,BHZ-SAO,leito individual,MANHA,83.9,,1.3267501966955155,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-SAO,SAO-BHZ,semi leito,MANHA,57.9,97.9,1.0166663540885221,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,CAB-RIO,RIO-CAB,semi leito,MANHA,,53.9,1.1696999999999997,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,CMP-SAO,CMP-SAO,semi leito,MANHA,23.9,48.9,1.338766129032258,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,CMP-SAO,SAO-CMP,semi leito,MANHA,16.9,38.9,1.0686039036933148,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,CMP-SJK,SJK-CMP,semi leito,MANHA,,49.9,1.3021265778401119,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,CPC-FLN,CPC-FLN,semi leito,MANHA,,134.9,1.0,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,CPC-FLN,CPC-FLN,leito individual,MANHA,,,1.0,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,CPC-FLN,CPC-FLN,leito,MANHA,,,1.0,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,CPC-FLN,FLN-CPC,leito,MANHA,,,1.1100321316614417,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,CPC-FLN,FLN-CPC,leito individual,MANHA,,,1.1100321316614417,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,CRG-SAO,CRG-SAO,semi leito,MANHA,,49.9,1.123667669861306,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,CRG-SAO,SAO-CRG,semi leito,MANHA,36.9,63.9,1.3157240532959327,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,JDF-SAO,JDF-SAO,leito individual,MANHA,,,1.2308246460713923,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,JDF-SAO,JDF-SAO,semi leito,MANHA,,142.9,1.2308246460713923,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,JDF-SAO,JDF-SAO,leito,MANHA,,,1.2308246460713923,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,RAO-SAO,RAO-SAO,cama premium,MANHA,,,1.1200224014336928,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,RAO-SAO,RAO-SAO,cama premium individual,MANHA,,,1.1200224014336928,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,RAO-SAO,RAO-SAO,semi leito,MANHA,46.9,87.9,1.1200224014336928,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,RAO-SAO,SAO-RAO,semi leito,MANHA,51.47,81.9,1.0453381166982922,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,RIO-SAO,RIO-SAO,leito cama,MANHA,,,1.081657258064516,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,RIO-SAO,RIO-SAO,leito cama individual,MANHA,,,1.081657258064516,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,RIO-SAO,RIO-SAO,leito individual,MANHA,94.73,,1.081657258064516,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,RIO-SAO,RIO-SAO,semi leito,MANHA,94.73,91.9,1.081657258064516,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,RIO-SAO,RIO-SAO,leito,MANHA,94.73,,1.081657258064516,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,RIO-SAO,SAO-RIO,leito individual,MANHA,69.57,,1.0100639599555061,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,RIO-SAO,SAO-RIO,semi leito,MANHA,69.57,80.9,1.0100639599555061,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,RIO-SAO,SAO-RIO,leito,MANHA,69.57,,1.0100639599555061,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,RIO-VIX,RIO-VIX,semi leito,MANHA,,,,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,RIO-VIX,VIX-RIO,semi leito,MANHA,,,,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,SAO-SJK,SAO-SJK,semi leito,MANHA,15.57,26.9,1.281001185958254,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,SAO-SJK,SJK-SAO,semi leito,MANHA,,38.9,1.3933318399044212,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,SAO-SJP,SAO-SJP,semi leito,MANHA,142.9,150.9,1.6073658743633277,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,SAO-SJP,SJP-SAO,semi leito,MANHA,,112.9,1.1973368768328445,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,ANG-BHZ,ANG-BHZ,semi leito,NOITE,,182.9,1.131883222804837,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,ANG-BHZ,BHZ-ANG,semi leito,NOITE,,,,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,ARB-SAO,ARB-SAO,leito individual,NOITE,116.68,,1.0934961580757954,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,ARB-SAO,ARB-SAO,leito,NOITE,116.68,,1.0934961580757954,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,ARB-SAO,ARB-SAO,semi leito,NOITE,116.68,122.9,1.0934961580757954,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,ARB-SAO,SAO-ARB,semi leito,NOITE,126.46,118.9,1.1170575513196481,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,ARB-SAO,SAO-ARB,leito individual,NOITE,120.23,,1.1170575513196481,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,ARB-SAO,SAO-ARB,leito,NOITE,120.23,,1.1170575513196481,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BAT-SAO,SAO-BAT,semi leito,NOITE,93.9,157.9,1.1489004128441709,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-BSB,BHZ-BSB,leito individual,NOITE,137.57,,1.0748520566121196,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-BSB,BHZ-BSB,leito,NOITE,137.57,175.04,1.0748520566121196,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-BSB,BSB-BHZ,leito,NOITE,159.17,184.9,1.221309343434342,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-BSB,BSB-BHZ,leito individual,NOITE,159.17,,1.221309343434342,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-CAB,BHZ-CAB,leito,NOITE,149.25,,1.0,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-CAB,BHZ-CAB,leito individual,NOITE,149.25,,1.0,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-CAB,BHZ-CAB,semi leito,NOITE,133.7,143.9,1.0,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-CAB,CAB-BHZ,leito individual,NOITE,141.47,,1.0,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-CAB,CAB-BHZ,semi leito,NOITE,141.47,150.9,1.0,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-CAB,CAB-BHZ,leito,NOITE,141.47,,1.0,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-CMP,BHZ-CMP,leito,NOITE,118.9,,1.1088893923592376,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-CMP,BHZ-CMP,semi leito,NOITE,,106.9,1.1088893923592376,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-CMP,BHZ-CMP,leito individual,NOITE,118.9,,1.1088893923592376,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-CMP,CMP-BHZ,leito,NOITE,144.9,195.9,1.1464920321145,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-CMP,CMP-BHZ,leito individual,NOITE,144.9,,1.1464920321145,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-GYN,BHZ-GYN,leito individual,NOITE,120.32,,1.1114738095238095,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-GYN,BHZ-GYN,semi leito,NOITE,120.32,147.46,1.1114738095238095,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-GYN,BHZ-GYN,leito,NOITE,120.32,,1.1114738095238095,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-GYN,GYN-BHZ,leito,NOITE,113.9,,1.0595644607843138,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-GYN,GYN-BHZ,semi leito,NOITE,113.9,106.9,1.0595644607843138,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-GYN,GYN-BHZ,leito individual,NOITE,113.9,,1.0595644607843138,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-IPA,BHZ-IPA,semi leito,NOITE,,103.9,1.1962990430622011,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-IPA,IPA-BHZ,semi leito,NOITE,,84.9,1.0,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-MCE,BHZ-MCE,semi leito,NOITE,,214.9,1.1753863636363628,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-MCE,MCE-BHZ,semi leito,NOITE,,252.9,1.379997438672439,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-MCL,BHZ-MCL,semi leito,NOITE,69.9,98.9,1.023855294117647,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-MCL,BHZ-MCL,leito individual,NOITE,69.9,,1.023855294117647,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-MCL,BHZ-MCL,leito,NOITE,69.9,,1.023855294117647,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-MCL,MCL-BHZ,leito,NOITE,114.23,,1.1257644047619044,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-MCL,MCL-BHZ,semi leito,NOITE,114.23,113.9,1.1257644047619044,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-MCL,MCL-BHZ,leito individual,NOITE,114.23,,1.1257644047619044,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-RAO,BHZ-RAO,leito individual,NOITE,,,1.3037604926435586,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-RAO,BHZ-RAO,leito,NOITE,,,1.3037604926435586,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-RAO,BHZ-RAO,semi leito,NOITE,,187.9,1.3037604926435586,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-RAO,RAO-BHZ,leito individual,NOITE,136.9,,1.1296320440675292,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-RAO,RAO-BHZ,leito,NOITE,136.9,,1.1296320440675292,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-RAO,RAO-BHZ,semi leito,NOITE,136.9,153.9,1.1296320440675292,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-RIO,BHZ-RIO,leito cama individual,NOITE,184.9,,1.3382992495309574,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-RIO,BHZ-RIO,semi leito,NOITE,108.9,149.9,1.3382992495309574,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-RIO,BHZ-RIO,leito,NOITE,142.0,,1.3382992495309574,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-RIO,BHZ-RIO,leito cama,NOITE,184.9,,1.3382992495309574,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-RIO,BHZ-RIO,leito individual,NOITE,137.23,,1.3382992495309574,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-RIO,RIO-BHZ,leito individual,NOITE,102.9,,1.04378695652174,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-RIO,RIO-BHZ,leito cama,NOITE,,,1.04378695652174,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-RIO,RIO-BHZ,leito,NOITE,102.9,,1.04378695652174,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-RIO,RIO-BHZ,semi leito,NOITE,90.9,127.9,1.04378695652174,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-RIO,RIO-BHZ,leito cama individual,NOITE,,,1.04378695652174,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-SAO,BHZ-SAO,leito,NOITE,121.3,,1.1776384332182563,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-SAO,BHZ-SAO,leito individual,NOITE,121.3,,1.1776384332182563,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-SAO,BHZ-SAO,leito cama,NOITE,158.9,,1.1776384332182563,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-SAO,BHZ-SAO,leito cama individual,NOITE,158.9,,1.1776384332182563,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-SAO,BHZ-SAO,semi leito,NOITE,91.9,140.9,1.1776384332182563,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-SAO,SAO-BHZ,semi leito,NOITE,84.9,133.9,1.173962615170235,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-SAO,SAO-BHZ,leito cama,NOITE,193.1,,1.173962615170235,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-SAO,SAO-BHZ,leito cama individual,NOITE,193.1,,1.173962615170235,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-SAO,SAO-BHZ,leito,NOITE,123.28,,1.173962615170235,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-SAO,SAO-BHZ,leito individual,NOITE,123.28,,1.173962615170235,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-SJK,BHZ-SJK,semi leito,NOITE,143.9,147.9,1.3305819572452648,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-SJK,SJK-BHZ,leito individual,NOITE,212.34,,1.2458569187751494,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-07,3,26,BHZ-SJK,SJK-BHZ,leito,NOITE,212.34,,1.2458569187751494,
