data_julho_2026,data_ref_julho_2025,eixo_sentido,rota_principal,antecedencia,pax_atual,grupos_atual,cash_atual,gmv_atual,pax_julho25,grupos_julho25,cash_julho25,gmv_julho25,ticket_medio_atual,lf_atual,yield_atual,ticket_medio_julho25,lf_julho25
2026-07-04,2025-07-05,,,41,4,10,159.6,159.6,0,0,0.0,0.0,39.9,0.005,0.753,,
2026-07-04,2025-07-05,,,40,4,10,159.6,159.6,0,0,0.0,0.0,39.9,0.005,0.753,,
2026-07-04,2025-07-05,,,39,4,10,159.6,159.6,0,0,0.0,0.0,39.9,0.005,0.753,,
2026-07-04,2025-07-05,,,38,4,10,159.6,159.6,0,0,0.0,0.0,39.9,0.005,0.753,,
2026-07-04,2025-07-05,,,37,4,10,159.6,159.6,0,0,0.0,0.0,39.9,0.005,0.753,,
2026-07-04,2025-07-05,,,36,4,10,159.6,159.6,0,0,0.0,0.0,39.9,0.005,0.753,,
2026-07-04,2025-07-05,,,35,4,10,159.6,159.6,0,0,0.0,0.0,39.9,0.005,0.753,,
2026-07-04,2025-07-05,,,34,8,10,319.2,319.2,0,0,0.0,0.0,39.9,0.01,0.753,,
2026-07-04,2025-07-05,,,33,8,10,319.2,319.2,0,0,0.0,0.0,39.9,0.01,0.753,,
2026-07-04,2025-07-05,,,32,8,10,319.2,319.2,0,0,0.0,0.0,39.9,0.01,0.753,,
2026-07-04,2025-07-05,,,31,8,10,319.2,319.2,0,0,0.0,0.0,39.9,0.01,0.753,,
2026-07-04,2025-07-05,,,30,8,10,319.2,319.2,0,0,0.0,0.0,39.9,0.01,0.753,,
2026-07-04,2025-07-05,,,29,8,10,319.2,319.2,0,0,0.0,0.0,39.9,0.01,0.753,,
2026-07-04,2025-07-05,,,28,8,10,319.2,319.2,0,0,0.0,0.0,39.9,0.01,0.753,,
2026-07-04,2025-07-05,,,27,8,10,319.2,319.2,0,0,0.0,0.0,39.9,0.01,0.753,,
2026-07-04,2025-07-05,,,26,8,10,319.2,319.2,0,0,0.0,0.0,39.9,0.01,0.753,,
2026-07-04,2025-07-05,,,25,8,10,319.2,319.2,0,0,0.0,0.0,39.9,0.01,0.753,,
2026-07-04,2025-07-05,SAO-ARB,ARB-SAO,44,1,3,140.9,140.9,3,2,288.7,288.7,140.9,0.005,0.294,96.23333333333335,0.03
2026-07-04,2025-07-05,ARB-SAO,ARB-SAO,44,9,3,838.12,870.1,3,2,328.7,328.7,93.12444444444445,0.048,0.177,109.56666666666666,0.029
2026-07-04,2025-07-05,ARB-SAO,ARB-SAO,43,10,3,938.02,970.0,3,2,328.7,328.7,93.802,0.054,0.174,109.56666666666666,0.029
2026-07-04,2025-07-05,SAO-ARB,ARB-SAO,43,1,3,140.9,140.9,3,2,288.7,288.7,140.9,0.005,0.294,96.23333333333335,0.03
2026-07-04,2025-07-05,ARB-SAO,ARB-SAO,42,10,3,938.02,970.0,3,2,328.7,328.7,93.802,0.054,0.174,109.56666666666666,0.029
2026-07-04,2025-07-05,SAO-ARB,ARB-SAO,42,1,3,140.9,140.9,3,2,288.7,288.7,140.9,0.005,0.294,96.23333333333335,0.03
2026-07-04,2025-07-05,ARB-SAO,ARB-SAO,41,9,3,922.12,954.1,3,2,328.7,328.7,102.45777777777778,0.053,0.175,109.56666666666666,0.029
2026-07-04,2025-07-05,SAO-ARB,ARB-SAO,41,1,3,140.9,140.9,3,2,288.7,288.7,140.9,0.005,0.294,96.23333333333335,0.03
2026-07-04,2025-07-05,SAO-ARB,ARB-SAO,40,1,3,140.9,140.9,3,2,288.7,288.7,140.9,0.005,0.294,96.23333333333335,0.03
2026-07-04,2025-07-05,ARB-SAO,ARB-SAO,40,9,3,922.12,954.1,3,2,328.7,328.7,102.45777777777778,0.053,0.175,109.56666666666666,0.029
2026-07-04,2025-07-05,SAO-ARB,ARB-SAO,39,1,3,140.9,140.9,3,2,288.7,288.7,140.9,0.005,0.294,96.23333333333335,0.03
2026-07-04,2025-07-05,ARB-SAO,ARB-SAO,39,9,3,922.12,954.1,3,2,328.7,328.7,102.45777777777778,0.053,0.175,109.56666666666666,0.029
2026-07-04,2025-07-05,ARB-SAO,ARB-SAO,38,9,3,922.12,954.1,4,2,416.6,416.6,102.45777777777778,0.053,0.175,104.15,0.036
2026-07-04,2025-07-05,SAO-ARB,ARB-SAO,38,1,3,140.9,140.9,3,2,288.7,288.7,140.9,0.005,0.294,96.23333333333335,0.03
2026-07-04,2025-07-05,SAO-ARB,ARB-SAO,37,1,3,140.9,140.9,3,2,288.7,288.7,140.9,0.005,0.294,96.23333333333335,0.03
2026-07-04,2025-07-05,ARB-SAO,ARB-SAO,37,9,3,922.12,954.1,4,2,416.6,416.6,102.45777777777778,0.053,0.175,104.15,0.036
2026-07-04,2025-07-05,SAO-ARB,ARB-SAO,36,1,3,140.9,140.9,3,2,288.7,288.7,140.9,0.005,0.294,96.23333333333335,0.03
2026-07-04,2025-07-05,ARB-SAO,ARB-SAO,36,8,3,822.22,854.2,4,2,416.6,416.6,102.77749999999999,0.047,0.178,104.15,0.036
2026-07-04,2025-07-05,SAO-ARB,ARB-SAO,35,1,3,140.9,140.9,3,2,288.7,288.7,140.9,0.005,0.294,96.23333333333335,0.03
2026-07-04,2025-07-05,ARB-SAO,ARB-SAO,35,8,3,822.22,854.2,4,2,416.6,416.6,102.77749999999999,0.047,0.178,104.15,0.036
2026-07-04,2025-07-05,ARB-SAO,ARB-SAO,34,8,3,822.22,854.2,4,2,416.6,416.6,102.77749999999999,0.047,0.178,104.15,0.036
2026-07-04,2025-07-05,SAO-ARB,ARB-SAO,34,1,3,140.9,140.9,3,2,288.7,288.7,140.9,0.005,0.294,96.23333333333335,0.03
2026-07-04,2025-07-05,SAO-ARB,ARB-SAO,33,1,3,140.9,140.9,5,2,486.5,486.5,140.9,0.005,0.294,97.3,0.051
2026-07-04,2025-07-05,ARB-SAO,ARB-SAO,33,8,3,822.22,854.2,4,2,416.6,416.6,102.77749999999999,0.047,0.178,104.15,0.036
2026-07-04,2025-07-05,SAO-ARB,ARB-SAO,32,3,3,318.92,338.7,5,2,486.5,486.5,106.30666666666667,0.016,0.203,97.3,0.051
2026-07-04,2025-07-05,ARB-SAO,ARB-SAO,32,8,3,822.22,854.2,4,2,416.6,416.6,102.77749999999999,0.047,0.178,104.15,0.036
2026-07-04,2025-07-05,ARB-SAO,ARB-SAO,31,8,3,822.22,854.2,4,2,416.6,416.6,102.77749999999999,0.047,0.178,104.15,0.036
2026-07-04,2025-07-05,SAO-ARB,ARB-SAO,31,3,3,318.92,338.7,5,2,486.5,486.5,106.30666666666667,0.016,0.203,97.3,0.051
2026-07-04,2025-07-05,ARB-SAO,ARB-SAO,30,8,3,822.22,854.2,5,2,520.5,520.5,102.77749999999999,0.047,0.178,104.1,0.046
2026-07-04,2025-07-05,SAO-ARB,ARB-SAO,30,3,3,318.92,338.7,6,2,618.4,618.4,106.30666666666667,0.016,0.203,103.06666666666666,0.059
2026-07-04,2025-07-05,SAO-ARB,ARB-SAO,29,5,3,575.72,595.5,6,2,618.4,618.4,115.144,0.027,0.22,103.06666666666666,0.059
2026-07-04,2025-07-05,ARB-SAO,ARB-SAO,29,11,3,1135.54,1189.9,5,2,520.5,520.5,103.2309090909091,0.063,0.183,104.1,0.046
2026-07-04,2025-07-05,SAO-ARB,ARB-SAO,28,5,3,575.72,595.5,6,2,618.4,618.4,115.144,0.027,0.22,103.06666666666666,0.059
2026-07-04,2025-07-05,ARB-SAO,ARB-SAO,28,12,3,1235.44,1289.8,7,2,690.3,690.3,102.95333333333333,0.069,0.18,98.61428571428571,0.063
2026-07-04,2025-07-05,ARB-SAO,ARB-SAO,27,12,3,1235.44,1289.8,6,2,586.4,586.4,102.95333333333333,0.069,0.18,97.73333333333333,0.053
2026-07-04,2025-07-05,SAO-ARB,ARB-SAO,27,5,3,575.72,595.5,9,2,981.1,981.1,115.144,0.027,0.22,109.01111111111112,0.086
2026-07-04,2025-07-05,SAO-ARB,ARB-SAO,26,5,3,575.72,595.5,10,2,1077.0,1077.0,115.144,0.027,0.22,107.7,0.097
2026-07-04,2025-07-05,ARB-SAO,ARB-SAO,26,12,3,1235.44,1289.8,6,2,586.4,586.4,102.95333333333333,0.069,0.18,97.73333333333333,0.053
2026-07-04,2025-07-05,SAO-ARB,ARB-SAO,25,5,3,575.72,595.5,12,2,1314.8,1314.8,115.144,0.027,0.22,109.56666666666666,0.116
2026-07-04,2025-07-05,ARB-SAO,ARB-SAO,25,14,3,1440.95,1504.6,6,2,586.4,586.4,102.925,0.079,0.184,97.73333333333333,0.053
2026-07-04,2025-07-05,BAT-SAO,BAT-SAO,44,2,2,199.8,199.8,0,1,0.0,0.0,99.9,0.024,0.209,,0.0
2026-07-04,2025-07-05,SAO-BAT,BAT-SAO,44,0,2,0.0,0.0,0,1,0.0,0.0,,0.0,,,0.0
2026-07-04,2025-07-05,SAO-BAT,BAT-SAO,43,0,2,0.0,0.0,0,1,0.0,0.0,,0.0,,,0.0
2026-07-04,2025-07-05,BAT-SAO,BAT-SAO,43,2,2,199.8,199.8,0,1,0.0,0.0,99.9,0.024,0.209,,0.0
2026-07-04,2025-07-05,BAT-SAO,BAT-SAO,42,3,2,233.7,233.7,0,1,0.0,0.0,77.89999999999999,0.026,0.224,,0.0
2026-07-04,2025-07-05,SAO-BAT,BAT-SAO,42,0,2,0.0,0.0,0,1,0.0,0.0,,0.0,,,0.0
2026-07-04,2025-07-05,SAO-BAT,BAT-SAO,41,0,2,0.0,0.0,0,1,0.0,0.0,,0.0,,,0.0
2026-07-04,2025-07-05,BAT-SAO,BAT-SAO,41,3,2,233.7,233.7,0,1,0.0,0.0,77.89999999999999,0.026,0.224,,0.0
2026-07-04,2025-07-05,SAO-BAT,BAT-SAO,40,0,2,0.0,0.0,0,1,0.0,0.0,,0.0,,,0.0
2026-07-04,2025-07-05,BAT-SAO,BAT-SAO,40,3,2,233.7,233.7,0,1,0.0,0.0,77.89999999999999,0.026,0.224,,0.0
2026-07-04,2025-07-05,BAT-SAO,BAT-SAO,39,3,2,233.7,233.7,0,1,0.0,0.0,77.89999999999999,0.026,0.224,,0.0
2026-07-04,2025-07-05,SAO-BAT,BAT-SAO,39,0,2,0.0,0.0,0,1,0.0,0.0,,0.0,,,0.0
2026-07-04,2025-07-05,BAT-SAO,BAT-SAO,38,3,2,233.7,233.7,0,1,0.0,0.0,77.89999999999999,0.026,0.224,,0.0
2026-07-04,2025-07-05,SAO-BAT,BAT-SAO,38,0,2,0.0,0.0,0,1,0.0,0.0,,0.0,,,0.0
2026-07-04,2025-07-05,BAT-SAO,BAT-SAO,37,3,2,233.7,233.7,0,1,0.0,0.0,77.89999999999999,0.026,0.224,,0.0
2026-07-04,2025-07-05,SAO-BAT,BAT-SAO,37,0,2,0.0,0.0,0,1,0.0,0.0,,0.0,,,0.0
2026-07-04,2025-07-05,SAO-BAT,BAT-SAO,36,0,2,0.0,0.0,0,1,0.0,0.0,,0.0,,,0.0
2026-07-04,2025-07-05,BAT-SAO,BAT-SAO,36,3,2,233.7,233.7,0,1,0.0,0.0,77.89999999999999,0.026,0.224,,0.0
2026-07-04,2025-07-05,BAT-SAO,BAT-SAO,35,3,2,233.7,233.7,0,1,0.0,0.0,77.89999999999999,0.026,0.224,,0.0
2026-07-04,2025-07-05,SAO-BAT,BAT-SAO,35,0,2,0.0,0.0,0,1,0.0,0.0,,0.0,,,0.0
2026-07-04,2025-07-05,SAO-BAT,BAT-SAO,34,0,2,0.0,0.0,0,1,0.0,0.0,,0.0,,,0.0
2026-07-04,2025-07-05,BAT-SAO,BAT-SAO,34,3,2,233.7,233.7,0,1,0.0,0.0,77.89999999999999,0.026,0.224,,0.0
2026-07-04,2025-07-05,SAO-BAT,BAT-SAO,33,0,2,0.0,0.0,0,1,0.0,0.0,,0.0,,,0.0
2026-07-04,2025-07-05,BAT-SAO,BAT-SAO,33,3,2,233.7,233.7,0,1,0.0,0.0,77.89999999999999,0.026,0.224,,0.0
2026-07-04,2025-07-05,SAO-BAT,BAT-SAO,32,0,2,0.0,0.0,0,1,0.0,0.0,,0.0,,,0.0
2026-07-04,2025-07-05,BAT-SAO,BAT-SAO,32,3,2,233.7,233.7,0,1,0.0,0.0,77.89999999999999,0.026,0.224,,0.0
2026-07-04,2025-07-05,BAT-SAO,BAT-SAO,31,3,2,233.7,233.7,0,1,0.0,0.0,77.89999999999999,0.026,0.224,,0.0
2026-07-04,2025-07-05,SAO-BAT,BAT-SAO,31,0,2,0.0,0.0,0,1,0.0,0.0,,0.0,,,0.0
2026-07-04,2025-07-05,BAT-SAO,BAT-SAO,30,3,2,233.7,233.7,0,1,0.0,0.0,77.89999999999999,0.026,0.224,,0.0
2026-07-04,2025-07-05,SAO-BAT,BAT-SAO,30,0,2,0.0,0.0,0,1,0.0,0.0,,0.0,,,0.0
2026-07-04,2025-07-05,BAT-SAO,BAT-SAO,29,5,2,433.02,461.5,1,1,100.9,100.9,86.604,0.047,0.227,100.9,0.022
2026-07-04,2025-07-05,SAO-BAT,BAT-SAO,29,0,2,0.0,0.0,0,1,0.0,0.0,,0.0,,,0.0
2026-07-04,2025-07-05,BAT-SAO,BAT-SAO,28,5,2,433.02,461.5,1,1,100.9,100.9,86.604,0.047,0.227,100.9,0.022
2026-07-04,2025-07-05,SAO-BAT,BAT-SAO,28,0,2,0.0,0.0,0,1,0.0,0.0,,0.0,,,0.0
2026-07-04,2025-07-05,BAT-SAO,BAT-SAO,27,5,2,433.02,461.5,3,1,310.7,310.7,86.604,0.047,0.227,103.56666666666666,0.065
2026-07-04,2025-07-05,SAO-BAT,BAT-SAO,27,0,2,0.0,0.0,0,1,0.0,0.0,,0.0,,,0.0
2026-07-04,2025-07-05,BAT-SAO,BAT-SAO,26,5,2,433.02,461.5,3,1,310.7,310.7,86.604,0.047,0.227,103.56666666666666,0.065
2026-07-04,2025-07-05,SAO-BAT,BAT-SAO,26,0,2,0.0,0.0,0,1,0.0,0.0,,0.0,,,0.0
2026-07-04,2025-07-05,BAT-SAO,BAT-SAO,25,5,2,433.02,461.5,3,1,310.7,310.7,86.604,0.047,0.227,103.56666666666666,0.065
2026-07-04,2025-07-05,SAO-BAT,BAT-SAO,25,0,2,0.0,0.0,0,1,0.0,0.0,,0.0,,,0.0
2026-07-04,2025-07-05,BSB-BHZ,BHZ-BSB,44,1,1,151.9,151.9,0,1,0.0,0.0,151.9,0.022,0.206,,0.0
2026-07-04,2025-07-05,BHZ-BSB,BHZ-BSB,44,0,1,0.0,0.0,0,1,0.0,0.0,,0.0,,,0.0
2026-07-04,2025-07-05,BSB-BHZ,BHZ-BSB,43,1,1,151.9,151.9,0,1,0.0,0.0,151.9,0.022,0.206,,0.0
2026-07-04,2025-07-05,BHZ-BSB,BHZ-BSB,43,0,1,0.0,0.0,0,1,0.0,0.0,,0.0,,,0.0
2026-07-04,2025-07-05,BSB-BHZ,BHZ-BSB,42,2,1,340.8,340.8,0,1,0.0,0.0,170.4,0.044,0.231,,0.0
2026-07-04,2025-07-05,BHZ-BSB,BHZ-BSB,42,0,1,0.0,0.0,0,1,0.0,0.0,,0.0,,,0.0
2026-07-04,2025-07-05,BHZ-BSB,BHZ-BSB,41,2,1,259.8,259.8,0,1,0.0,0.0,129.9,0.044,0.178,,0.0
2026-07-04,2025-07-05,BSB-BHZ,BHZ-BSB,41,2,1,340.8,340.8,0,1,0.0,0.0,170.4,0.044,0.231,,0.0
2026-07-04,2025-07-05,BHZ-BSB,BHZ-BSB,40,2,1,259.8,259.8,0,1,0.0,0.0,129.9,0.044,0.178,,0.0
2026-07-04,2025-07-05,BSB-BHZ,BHZ-BSB,40,2,1,340.8,340.8,0,1,0.0,0.0,170.4,0.044,0.231,,0.0
2026-07-04,2025-07-05,BSB-BHZ,BHZ-BSB,39,2,1,340.8,340.8,0,1,0.0,0.0,170.4,0.044,0.231,,0.0
2026-07-04,2025-07-05,BHZ-BSB,BHZ-BSB,39,2,1,259.8,259.8,0,1,0.0,0.0,129.9,0.044,0.178,,0.0
2026-07-04,2025-07-05,BSB-BHZ,BHZ-BSB,38,3,1,527.69,527.69,0,1,0.0,0.0,175.89666666666668,0.067,0.238,,0.0
2026-07-04,2025-07-05,BHZ-BSB,BHZ-BSB,38,4,1,505.6,505.6,0,1,0.0,0.0,126.4,0.089,0.174,,0.0
2026-07-04,2025-07-05,BSB-BHZ,BHZ-BSB,37,3,1,527.69,527.69,0,1,0.0,0.0,175.89666666666668,0.067,0.238,,0.0
2026-07-04,2025-07-05,BHZ-BSB,BHZ-BSB,37,4,1,505.6,505.6,0,1,0.0,0.0,126.4,0.089,0.174,,0.0
2026-07-04,2025-07-05,BHZ-BSB,BHZ-BSB,36,4,1,505.6,505.6,0,1,0.0,0.0,126.4,0.089,0.174,,0.0
2026-07-04,2025-07-05,BSB-BHZ,BHZ-BSB,36,3,1,527.69,527.69,0,1,0.0,0.0,175.89666666666668,0.067,0.238,,0.0
2026-07-04,2025-07-05,BHZ-BSB,BHZ-BSB,35,4,1,505.6,505.6,0,1,0.0,0.0,126.4,0.089,0.174,,0.0
2026-07-04,2025-07-05,BSB-BHZ,BHZ-BSB,35,3,1,527.69,527.69,0,1,0.0,0.0,175.89666666666668,0.067,0.238,,0.0
2026-07-04,2025-07-05,BSB-BHZ,BHZ-BSB,34,3,1,527.69,527.69,0,1,0.0,0.0,175.89666666666668,0.067,0.238,,0.0
2026-07-04,2025-07-05,BHZ-BSB,BHZ-BSB,34,4,1,505.6,505.6,0,1,0.0,0.0,126.4,0.089,0.174,,0.0
2026-07-04,2025-07-05,BHZ-BSB,BHZ-BSB,33,4,1,505.6,505.6,0,1,0.0,0.0,126.4,0.089,0.174,,0.0
2026-07-04,2025-07-05,BSB-BHZ,BHZ-BSB,33,3,1,527.69,527.69,0,1,0.0,0.0,175.89666666666668,0.067,0.238,,0.0
2026-07-04,2025-07-05,BSB-BHZ,BHZ-BSB,32,3,1,527.69,527.69,0,1,0.0,0.0,175.89666666666668,0.067,0.238,,0.0
2026-07-04,2025-07-05,BHZ-BSB,BHZ-BSB,32,4,1,505.6,505.6,0,1,0.0,0.0,126.4,0.089,0.174,,0.0
2026-07-04,2025-07-05,BHZ-BSB,BHZ-BSB,31,4,1,505.6,505.6,0,1,0.0,0.0,126.4,0.089,0.174,,0.0
2026-07-04,2025-07-05,BSB-BHZ,BHZ-BSB,31,3,1,527.69,527.69,0,1,0.0,0.0,175.89666666666668,0.067,0.238,,0.0
2026-07-04,2025-07-05,BSB-BHZ,BHZ-BSB,30,3,1,527.69,527.69,0,1,0.0,0.0,175.89666666666668,0.067,0.238,,0.0
2026-07-04,2025-07-05,BHZ-BSB,BHZ-BSB,30,4,1,505.6,505.6,0,1,0.0,0.0,126.4,0.089,0.174,,0.0
2026-07-04,2025-07-05,BSB-BHZ,BHZ-BSB,29,3,1,527.69,527.69,1,1,172.9,172.9,175.89666666666668,0.067,0.238,172.9,0.022
2026-07-04,2025-07-05,BHZ-BSB,BHZ-BSB,29,4,1,505.6,505.6,0,1,0.0,0.0,126.4,0.089,0.174,,0.0
2026-07-04,2025-07-05,BHZ-BSB,BHZ-BSB,28,4,1,505.6,505.6,0,1,0.0,0.0,126.4,0.089,0.174,,0.0
2026-07-04,2025-07-05,BSB-BHZ,BHZ-BSB,28,3,1,527.69,527.69,1,1,172.9,172.9,175.89666666666668,0.067,0.238,172.9,0.022
2026-07-04,2025-07-05,BSB-BHZ,BHZ-BSB,27,3,1,527.69,527.69,1,1,172.9,172.9,175.89666666666668,0.067,0.238,172.9,0.022
2026-07-04,2025-07-05,BHZ-BSB,BHZ-BSB,27,4,1,505.6,505.6,0,1,0.0,0.0,126.4,0.089,0.174,,0.0
2026-07-04,2025-07-05,BSB-BHZ,BHZ-BSB,26,5,1,905.49,905.49,1,1,172.9,172.9,181.098,0.111,0.245,172.9,0.022
2026-07-04,2025-07-05,BHZ-BSB,BHZ-BSB,26,4,1,505.6,505.6,0,1,0.0,0.0,126.4,0.089,0.174,,0.0
2026-07-04,2025-07-05,BSB-BHZ,BHZ-BSB,25,8,1,1399.79,1399.79,1,1,172.9,172.9,174.97375,0.178,0.237,172.9,0.022
2026-07-04,2025-07-05,BHZ-BSB,BHZ-BSB,25,4,1,505.6,505.6,0,1,0.0,0.0,126.4,0.089,0.174,,0.0
2026-07-04,2025-07-05,CAB-BHZ,BHZ-CAB,44,4,2,546.6,546.6,1,1,108.9,108.9,136.65,0.043,0.244,108.9,0.016
2026-07-04,2025-07-05,CAB-BHZ,BHZ-CAB,43,4,2,546.6,546.6,1,1,108.9,108.9,136.65,0.043,0.244,108.9,0.016
2026-07-04,2025-07-05,CAB-BHZ,BHZ-CAB,42,4,2,546.6,546.6,1,1,108.9,108.9,136.65,0.043,0.244,108.9,0.016
2026-07-04,2025-07-05,CAB-BHZ,BHZ-CAB,41,4,2,546.6,546.6,1,1,108.9,108.9,136.65,0.043,0.244,108.9,0.016
2026-07-04,2025-07-05,CAB-BHZ,BHZ-CAB,40,6,2,848.4,848.4,1,1,108.9,108.9,141.4,0.064,0.253,108.9,0.016
2026-07-04,2025-07-05,BHZ-CAB,BHZ-CAB,40,1,1,120.54,200.9,2,1,202.6,207.8,120.54,0.016,0.215,101.3,0.032
2026-07-04,2025-07-05,CAB-BHZ,BHZ-CAB,39,6,2,848.4,848.4,1,1,108.9,108.9,141.4,0.064,0.253,108.9,0.016
2026-07-04,2025-07-05,BHZ-CAB,BHZ-CAB,39,1,1,120.54,200.9,2,1,202.6,207.8,120.54,0.016,0.215,101.3,0.032
2026-07-04,2025-07-05,CAB-BHZ,BHZ-CAB,38,6,2,848.4,848.4,1,1,108.9,108.9,141.4,0.064,0.253,108.9,0.016
2026-07-04,2025-07-05,BHZ-CAB,BHZ-CAB,38,1,1,120.54,200.9,2,1,202.6,207.8,120.54,0.016,0.215,101.3,0.032
2026-07-04,2025-07-05,CAB-BHZ,BHZ-CAB,37,6,2,848.4,848.4,1,1,108.9,108.9,141.4,0.064,0.253,108.9,0.016
2026-07-04,2025-07-05,BHZ-CAB,BHZ-CAB,37,1,1,120.54,200.9,2,1,202.6,207.8,120.54,0.016,0.215,101.3,0.032
2026-07-04,2025-07-05,BHZ-CAB,BHZ-CAB,36,1,1,120.54,200.9,2,1,202.6,207.8,120.54,0.016,0.215,101.3,0.032
2026-07-04,2025-07-05,CAB-BHZ,BHZ-CAB,36,6,2,848.4,848.4,1,1,108.9,108.9,141.4,0.064,0.253,108.9,0.016
2026-07-04,2025-07-05,CAB-BHZ,BHZ-CAB,35,6,2,848.4,848.4,2,1,226.8,237.8,141.4,0.064,0.253,113.4,0.032
2026-07-04,2025-07-05,BHZ-CAB,BHZ-CAB,35,1,1,120.54,200.9,2,1,202.6,207.8,120.54,0.016,0.215,101.3,0.032
2026-07-04,2025-07-05,CAB-BHZ,BHZ-CAB,34,6,2,848.4,848.4,2,1,226.8,237.8,141.4,0.064,0.253,113.4,0.032
2026-07-04,2025-07-05,BHZ-CAB,BHZ-CAB,34,1,1,120.54,200.9,2,1,202.6,207.8,120.54,0.016,0.215,101.3,0.032
2026-07-04,2025-07-05,BHZ-CAB,BHZ-CAB,33,1,1,120.54,200.9,2,1,202.6,207.8,120.54,0.016,0.215,101.3,0.032
2026-07-04,2025-07-05,CAB-BHZ,BHZ-CAB,33,6,2,848.4,848.4,1,1,108.9,108.9,141.4,0.064,0.253,108.9,0.016
2026-07-04,2025-07-05,CAB-BHZ,BHZ-CAB,32,6,2,848.4,848.4,1,1,108.9,108.9,141.4,0.064,0.253,108.9,0.016
2026-07-04,2025-07-05,BHZ-CAB,BHZ-CAB,32,1,1,120.54,200.9,2,1,202.6,207.8,120.54,0.016,0.215,101.3,0.032
2026-07-04,2025-07-05,CAB-BHZ,BHZ-CAB,31,8,2,1082.2,1082.2,1,1,108.9,108.9,135.275,0.075,0.242,108.9,0.016
2026-07-04,2025-07-05,BHZ-CAB,BHZ-CAB,31,1,2,120.54,200.9,4,1,436.4,441.6,120.54,0.008,0.215,109.1,0.059
2026-07-04,2025-07-05,CAB-BHZ,BHZ-CAB,30,8,2,1082.2,1082.2,1,1,108.9,108.9,135.275,0.075,0.242,108.9,0.016
2026-07-04,2025-07-05,BHZ-CAB,BHZ-CAB,30,1,2,120.54,200.9,4,1,436.4,441.6,120.54,0.008,0.215,109.1,0.059
2026-07-04,2025-07-05,BHZ-CAB,BHZ-CAB,29,1,2,120.54,200.9,4,1,436.4,441.6,120.54,0.008,0.215,109.1,0.059
2026-07-04,2025-07-05,CAB-BHZ,BHZ-CAB,29,8,2,1082.2,1082.2,1,1,108.9,108.9,135.275,0.075,0.242,108.9,0.016
2026-07-04,2025-07-05,BHZ-CAB,BHZ-CAB,28,1,2,120.54,200.9,4,1,436.4,441.6,120.54,0.008,0.215,109.1,0.059
2026-07-04,2025-07-05,CAB-BHZ,BHZ-CAB,28,8,2,1082.2,1082.2,1,1,108.9,108.9,135.275,0.075,0.242,108.9,0.016
2026-07-04,2025-07-05,CAB-BHZ,BHZ-CAB,27,8,2,1082.2,1082.2,1,1,108.9,108.9,135.275,0.075,0.242,108.9,0.016
2026-07-04,2025-07-05,BHZ-CAB,BHZ-CAB,27,1,2,120.54,200.9,4,1,436.4,441.6,120.54,0.008,0.215,109.1,0.059
2026-07-04,2025-07-05,CAB-BHZ,BHZ-CAB,26,8,2,1082.2,1082.2,1,1,108.9,108.9,135.275,0.075,0.242,108.9,0.016
2026-07-04,2025-07-05,BHZ-CAB,BHZ-CAB,26,1,2,120.54,200.9,4,1,436.4,441.6,120.54,0.008,0.215,109.1,0.059
2026-07-04,2025-07-05,BHZ-CAB,BHZ-CAB,25,1,2,120.54,200.9,4,1,436.4,441.6,120.54,0.008,0.215,109.1,0.059
2026-07-04,2025-07-05,CAB-BHZ,BHZ-CAB,25,8,2,1082.2,1082.2,4,1,402.6,402.6,135.275,0.075,0.242,100.65,0.065
2026-07-04,2025-07-05,BHZ-CMP,BHZ-CMP,44,0,1,0.0,0.0,2,1,313.8,313.8,,0.0,,156.9,0.047
2026-07-04,2025-07-05,CMP-BHZ,BHZ-CMP,44,11,1,1756.9,1756.9,5,1,743.6,929.5,159.71818181818182,0.222,0.271,148.72,0.125
2026-07-04,2025-07-05,BHZ-CMP,BHZ-CMP,43,0,1,0.0,0.0,2,1,313.8,313.8,,0.0,,156.9,0.047
2026-07-04,2025-07-05,CMP-BHZ,BHZ-CMP,43,11,1,1756.9,1756.9,5,1,743.6,929.5,159.71818181818182,0.222,0.271,148.72,0.125
2026-07-04,2025-07-05,BHZ-CMP,BHZ-CMP,42,0,1,0.0,0.0,2,1,313.8,313.8,,0.0,,156.9,0.047
2026-07-04,2025-07-05,CMP-BHZ,BHZ-CMP,42,11,1,1756.9,1756.9,5,1,743.6,929.5,159.71818181818182,0.222,0.271,148.72,0.125
2026-07-04,2025-07-05,BHZ-CMP,BHZ-CMP,41,0,1,0.0,0.0,2,1,313.8,313.8,,0.0,,156.9,0.047
2026-07-04,2025-07-05,CMP-BHZ,BHZ-CMP,41,11,1,1756.9,1756.9,5,1,743.6,929.5,159.71818181818182,0.222,0.271,148.72,0.125
2026-07-04,2025-07-05,BHZ-CMP,BHZ-CMP,40,0,1,0.0,0.0,2,1,313.8,313.8,,0.0,,156.9,0.047
2026-07-04,2025-07-05,CMP-BHZ,BHZ-CMP,40,11,1,1756.9,1756.9,5,1,743.6,929.5,159.71818181818182,0.222,0.271,148.72,0.125
2026-07-04,2025-07-05,CMP-BHZ,BHZ-CMP,39,11,1,1756.9,1756.9,5,1,743.6,929.5,159.71818181818182,0.222,0.271,148.72,0.125
